relative_path	file_kind	current_sha256	opennt_identity	opennt-src-2_identity
README.md	other	75948157a1888fb097ca070800ae3bbc45c557b296bb19327867e34401e5b6fa	opennt:missing	opennt-src-2:missing
dirs	build-control	f4ecc5063cbb7d6f1d4daeeb527ce651772e21edd2104ad1c03b4fb4aec95a91	opennt:same	opennt-src-2:same
inc/APISTRUC.INC	declaration	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	opennt:same	opennt-src-2:same
inc/BOP.INC	declaration	a3705f225c47e53dc4e106c7362366477f2f06c33cb9bf52515ca1299556f669	opennt:same	opennt-src-2:same
inc/CMDSVC.INC	declaration	7643746ceec383536ca3ea2cfc4400ac94c8c7a34bd266b09258cfcb337441c6	opennt:same	opennt-src-2:same
inc/CURDIR.INC	declaration	8490c9aa0702bc17b6f73483837159934aa8c8f353df5402b71812ea87d63762	opennt:same	opennt-src-2:same
inc/DBGSVC.INC	declaration	296a6387cfe02445e6c8d43f9f68e1fd4dfbd9d654de3ba6460dee54f6dfc171	opennt:same	opennt-src-2:same
inc/DOSSVC.INC	declaration	07c4676c9a44418c5a0175acc7a09c251bde892b0a838381edeee26e49c9faf3	opennt:same	opennt-src-2:same
inc/DOSWOW.INC	declaration	d6bd8a52bff2980dacab518da8f2330da5bb978e6c07d1846662078da49444fb	opennt:same	opennt-src-2:same
inc/DPMI.INC	declaration	9e1ee5a80452668b6ec2e5fcdd0ed2686fddff26da7ff03bab63d0d3c08ee381	opennt:same	opennt-src-2:same
inc/ENUMAPIS.INC	declaration	2c0712fd64213997b99b8fada9e8a253547efc7937dd0e7cae3469cd6ff580db	opennt:same	opennt-src-2:same
inc/MVDM.INC	declaration	514ce47685c836b3518242601f863befda40a47d472eac988780a678226794ed	opennt:same	opennt-src-2:same
inc/RDRSVC.INC	declaration	2c85bce46d4e9655fdf5c3bd18ace18b57d79160d9d85d1aefaa5cfb02c143ce	opennt:same	opennt-src-2:same
inc/SOFTPC.INC	declaration	525702d6bc5a320a1b112dee068ddfff32f23a62d64f1b177bf2f0295975ded7	opennt:same	opennt-src-2:same
inc/TDB16.INC	declaration	f8b245f5906d05d02cb4492698fbce84aadc381829ed438aa48461cb49eb0715	opennt:same	opennt-src-2:same
inc/VDMTIB.INC	declaration	0ad51b2faa863f5885f9b1326b24f8038d3bee01c04af11b059b4ca98c254661	opennt:missing	opennt-src-2:same
inc/VDMTIB.INC.old	other	675ceec6e626a6c05a1bae513d3712a1c216bffbe483fec6b86e06b17e8f11d7	opennt:same	opennt-src-2:missing
inc/VINT.INC	declaration	2ba06b3eea9a8ec96236d96ff7d996274b3feb5ac456524d6a9e8bd6a44541c7	opennt:same	opennt-src-2:same
inc/VRDEFLD.INC	declaration	8a1a7d7bd9c7c14739a469da3ea25ade85da77354ead01886780963119edb843	opennt:same	opennt-src-2:same
inc/VRDLCTAB.INC	declaration	9c0c853347ff8cffc7d729eee61ae856f26bc21de466ca7237dbf5d825e12c09	opennt:same	opennt-src-2:same
inc/WOW.INC	declaration	87c5a5a1a3f34873b9bb27ba21eef73a576589229a205ec6dec32ca8e8b5aebc	opennt:same	opennt-src-2:same
inc/WOWCMDLG.INC	declaration	19ce7bb243b18b97631949e8780e288bc702d320bcb01460c93754efa6813175	opennt:same	opennt-src-2:same
inc/WOWCMPAT.INC	declaration	20cbcaadbd408c557c9116db02c889579d105d8a0b84816e8257d980a1987650	opennt:same	opennt-src-2:same
inc/WOWGDI.INC	declaration	5b6c2f8a7400862fdf65f35fc9c60e0e4185ed7a306579c1af41febf258aac52	opennt:same	opennt-src-2:same
inc/WOWKBD.INC	declaration	638e7096a7b69117e8400f3f96232a18691292b41d2ca63873d61f248a7d6f79	opennt:same	opennt-src-2:same
inc/WOWKRN.INC	declaration	3e0347b0d75ef2fac49cbf6c3b29e45ec71459807554143bc3251cac53479433	opennt:same	opennt-src-2:same
inc/WOWMMCB.INC	declaration	0ba724bb298b3abfc0ac49248b02ca78887f0025c4bc6b8eff2079555c583be5	opennt:same	opennt-src-2:same
inc/WOWMMED.INC	declaration	e2f65fbb12742ba27620ece28aeb6fa2136fc7ecf86cc16a1fbea7b7ab1ebf32	opennt:same	opennt-src-2:same
inc/WOWNT32.INC	declaration	3f0df9fe5bae1f2022e6e0a346e35fa67eeb16482d6a37d66336aa150e9c9d2c	opennt:same	opennt-src-2:same
inc/WOWSHELL.INC	declaration	151845a03d19d5e41194e37b03e38038a150313c843d32b26ee8bd70105c3deb	opennt:same	opennt-src-2:same
inc/WOWSND.INC	declaration	b483aef8a93769e6efbc02d955ebb0f79017b2e879214d01ad3c6bd9296563ac	opennt:same	opennt-src-2:same
inc/WOWTH.INC	declaration	ce4a1be01d6467c251510ff60b65e5000912e8198ca87fcb7ae70f834721f882	opennt:same	opennt-src-2:same
inc/WOWUSR.INC	declaration	88e6535db84c9ccac703e406a9a25c92158068abc2edd00cce0164f0ef10f3e1	opennt:same	opennt-src-2:same
inc/WOWWSOCK.INC	declaration	43c5359bc06ed04661fe2c61d1c3f719a12f1cec07a39535f1cdb5a03f26f7fd	opennt:same	opennt-src-2:same
inc/XMSSVC.INC	declaration	430de6a636d6f8b3d94ed7ae36c6bb663e14a6f3dd59df236d395564840a63db	opennt:same	opennt-src-2:same
inc/apistruc.h	declaration	d5e66d458aa1f6b3b00cd7f7983dc6bb222e8d141a3ba15cb081f3b899ca1897	opennt:different	opennt-src-2:different
inc/bop.h	declaration	7b16c577f3c478ac0df9e982d727a1469352727d970b5889688880026cce97a0	opennt:same	opennt-src-2:same
inc/cmdsvc.h	declaration	c22d682422e2ac3200bdae808a5309b57a7a0402df2a3aa6199502d911ff6624	opennt:same	opennt-src-2:same
inc/curdir.h	declaration	8fb302f406591989abe2cf93880a84a100e694be745e42d79ce674503c5e6f9f	opennt:same	opennt-src-2:same
inc/dbgexp.h	declaration	a915256a7a3796424ba8eb7ea2a257864a3986633752c870fe34762f3737ce95	opennt:same	opennt-src-2:same
inc/dbginfo.h	declaration	eb63d7148716751592d41942924876b0a8d797a934785ab21b3202bfc436cf1b	opennt:same	opennt-src-2:same
inc/dbgsvc.h	declaration	4bc3b1d40ea167e6a15a18a746bfcd79a4023248c0621f6c8e27b2c9ad684a43	opennt:same	opennt-src-2:same
inc/demexp.h	declaration	dfb912ee16a360e36d149bca01592a61ec11ff0f1d1b148edcffb42fda52d5c4	opennt:same	opennt-src-2:same
inc/dossvc.h	declaration	d4f7e60910868e428041ed137ca0ef3b9298f3e84258587ad9c6e62be5c94f67	opennt:different	opennt-src-2:different
inc/doswow.h	declaration	10cb9dc735fd62300a003877ec2099581dadd650c95e2446f4c446dabd24c7fb	opennt:same	opennt-src-2:same
inc/dpmi.h	declaration	3425f64b805b8bab8086523288c8afe86eee8f183208aa863b49bb8fb962a154	opennt:same	opennt-src-2:same
inc/enumapis.h	declaration	864c27f32fc218fdbc29cd137111253686af65f6dbf77de365fef95eee8f33db	opennt:same	opennt-src-2:same
inc/exterr.h	declaration	b2ac4a77324abed1774e2cd8f2a88276e45b63f2321ba4579b499f36846aeb54	opennt:same	opennt-src-2:same
inc/intapi.h	declaration	26087f562cad3824117e980268cddc2aa1d0856b092df10ffe68b239fe2a160a	opennt:different	opennt-src-2:different
inc/intmac.inc	declaration	2980d43394c76f17966aa9aa2775b2fc7b87e093ab94e1249b9fbc1295f83485	opennt:same	opennt-src-2:same
