source_root	source_path	source_sha256	source_line	symbol	signature_evidence	project_components	selected_identity_status
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"228"	"getVideovideo_copy"	"getVideovideo_copy IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"234"	"setVideomark_byte"	"setVideomark_byte IFN1(IUH *, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"239"	"getVideomark_byte"	"getVideomark_byte IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"245"	"setVideomark_word"	"setVideomark_word IFN1(IUH *, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"250"	"getVideomark_word"	"getVideomark_word IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"256"	"setVideomark_string"	"setVideomark_string IFN1(IUH *, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"261"	"getVideomark_string"	"getVideomark_string IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"267"	"setVideoread_shift_count"	"setVideoread_shift_count IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"272"	"getVideoread_shift_count"	"getVideoread_shift_count IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"278"	"setVideoread_mapped_plane"	"setVideoread_mapped_plane IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"283"	"getVideoread_mapped_plane"	"getVideoread_mapped_plane IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"289"	"setVideocolour_comp"	"setVideocolour_comp IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"294"	"getVideocolour_comp"	"getVideocolour_comp IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"300"	"setVideodont_care"	"setVideodont_care IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"305"	"getVideodont_care"	"getVideodont_care IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"311"	"setVideov7_bank_vid_copy_off"	"setVideov7_bank_vid_copy_off IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"316"	"getVideov7_bank_vid_copy_off"	"getVideov7_bank_vid_copy_off IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"322"	"setVideoscreen_ptr"	"setVideoscreen_ptr IFN1(IU8 *, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"327"	"getVideoscreen_ptr"	"getVideoscreen_ptr IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"333"	"setVideorotate"	"setVideorotate IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"338"	"getVideorotate"	"getVideorotate IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"344"	"setVideocalc_data_xor"	"setVideocalc_data_xor IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"349"	"getVideocalc_data_xor"	"getVideocalc_data_xor IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"355"	"setVideocalc_latch_xor"	"setVideocalc_latch_xor IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"360"	"getVideocalc_latch_xor"	"getVideocalc_latch_xor IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"366"	"setVideoread_byte_addr"	"setVideoread_byte_addr IFN1(IUH *, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"371"	"getVideoread_byte_addr"	"getVideoread_byte_addr IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"377"	"setVideov7_fg_latches"	"setVideov7_fg_latches IFN1(IU32, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"382"	"getVideov7_fg_latches"	"getVideov7_fg_latches IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"388"	"setVideoGC_regs"	"setVideoGC_regs IFN1(IUH **, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"393"	"getVideoGC_regs"	"getVideoGC_regs IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"399"	"setVideolast_GC_index"	"setVideolast_GC_index IFN1(IU8, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"404"	"getVideolast_GC_index"	"getVideolast_GC_index IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"410"	"setVideodither"	"setVideodither IFN1(IU8, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"415"	"getVideodither"	"getVideodither IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"421"	"setVideowrmode"	"setVideowrmode IFN1(IU8, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"426"	"getVideowrmode"	"getVideowrmode IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"432"	"setVideochain"	"setVideochain IFN1(IU8, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"437"	"getVideochain"	"getVideochain IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"443"	"setVideowrstate"	"setVideowrstate IFN1(IU8, value)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"448"	"getVideowrstate"	"getVideowrstate IFN0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/wait.c"	"26dcda8641eff26a1d23f14e204caaafc17bb06ee9e04e8ac0acf676d8586991"	"36"	"WAIT"	"WAIT()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/wbinvd.c"	"61cc2d303ac4935f8dc024ead2c3020201a10d3a5b08403f65f0b130bb2a537d"	"37"	"WBINVD"	"WBINVD()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/xadd.c"	"80d97ce7d9b57b24c6b498b72def5e847ca39642545bd841f0fbae5725c702e2"	"42"	"XADD"	"XADD IFN3( IU32 *, pop1, /* pntr to dst/lsrc operand */ IU32 *, pop2, /* pntr to dst/rsrc operand */ IUM8, op_sz /* 8, 16 or 32-bit */ )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/xchg.c"	"e5a2fd36c18fdd3d833eef70b16ab653b49513e9d0767afb1478efca54045f19"	"39"	"XCHG"	"XCHG IFN2( IU32 *, pop1, /* pntr to dst/lsrc operand */ IU32 *, pop2 /* pntr to dst/rsrc operand */ )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/xlat.c"	"de749c418a1639c589c39d6e0ecb7ad95084c33da1a40a61bcbc617257dee9a6"	"36"	"XLAT"	"XLAT IFN1( IU32, op1 /* src operand */ )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/xor.c"	"2f27c4985f7a2b6f0233c849d58e59b65cfdcbeeea200ea2826b07ede495700c"	"39"	"XOR"	"XOR IFN3( IU32 *, pop1, /* pntr to dst/lsrc operand */ IU32, op2, /* rsrc operand */ IUM8, op_sz /* 8, 16 or 32-bit */ )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"86"	"npx_fabs"	"LOCAL VOID npx_fabs()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"91"	"npx_fadd_f0_f0"	"LOCAL VOID npx_fadd_f0_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"100"	"npx_fadd_f0_f1"	"LOCAL VOID npx_fadd_f0_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"109"	"npx_fadd_f0_f2"	"LOCAL VOID npx_fadd_f0_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"118"	"npx_fadd_f0_f3"	"LOCAL VOID npx_fadd_f0_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"127"	"npx_fadd_f0_f4"	"LOCAL VOID npx_fadd_f0_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"136"	"npx_fadd_f0_f5"	"LOCAL VOID npx_fadd_f0_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"145"	"npx_fadd_f0_f6"	"LOCAL VOID npx_fadd_f0_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"154"	"npx_fadd_f0_f7"	"LOCAL VOID npx_fadd_f0_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"163"	"npx_fadd_f1_f0"	"LOCAL VOID npx_fadd_f1_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"172"	"npx_fadd_f2_f0"	"LOCAL VOID npx_fadd_f2_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"181"	"npx_fadd_f3_f0"	"LOCAL VOID npx_fadd_f3_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"190"	"npx_fadd_f4_f0"	"LOCAL VOID npx_fadd_f4_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"199"	"npx_fadd_f5_f0"	"LOCAL VOID npx_fadd_f5_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"208"	"npx_fadd_f6_f0"	"LOCAL VOID npx_fadd_f6_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"217"	"npx_fadd_f7_f0"	"LOCAL VOID npx_fadd_f7_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"226"	"npx_fadd_short"	"LOCAL VOID npx_fadd_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"237"	"npx_fadd_long"	"LOCAL VOID npx_fadd_long()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"248"	"npx_faddp_f0"	"LOCAL VOID npx_faddp_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"256"	"npx_faddp_f1"	"LOCAL VOID npx_faddp_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"264"	"npx_faddp_f2"	"LOCAL VOID npx_faddp_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"272"	"npx_faddp_f3"	"LOCAL VOID npx_faddp_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"280"	"npx_faddp_f4"	"LOCAL VOID npx_faddp_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"288"	"npx_faddp_f5"	"LOCAL VOID npx_faddp_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"296"	"npx_faddp_f6"	"LOCAL VOID npx_faddp_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"304"	"npx_faddp_f7"	"LOCAL VOID npx_faddp_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"312"	"npx_fbld"	"LOCAL VOID npx_fbld()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"322"	"npx_fbstp"	"LOCAL VOID npx_fbstp()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"332"	"npx_fchs"	"LOCAL VOID npx_fchs()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"339"	"npx_fclex"	"LOCAL VOID npx_fclex()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"345"	"npx_fcom_f0"	"LOCAL VOID npx_fcom_f0()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"354"	"npx_fcom_f1"	"LOCAL VOID npx_fcom_f1()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"363"	"npx_fcom_f2"	"LOCAL VOID npx_fcom_f2()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"372"	"npx_fcom_f3"	"LOCAL VOID npx_fcom_f3()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"381"	"npx_fcom_f4"	"LOCAL VOID npx_fcom_f4()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"390"	"npx_fcom_f5"	"LOCAL VOID npx_fcom_f5()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"399"	"npx_fcom_f6"	"LOCAL VOID npx_fcom_f6()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"408"	"npx_fcom_f7"	"LOCAL VOID npx_fcom_f7()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"417"	"npx_fcom_short"	"LOCAL VOID npx_fcom_short()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"428"	"npx_fcom_long"	"LOCAL VOID npx_fcom_long()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
