"target_path"	"source_path"	"source_sha256"	"size_bytes"	"action"
"fonts/app852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\app852.fon"	"ca3b89619d7c41798834f2e3da09138f1c57a391d5f963fcbef85665595358a6"	"16435"	"already-identical"
"fonts/app857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\app857.fon"	"3b5bc4dde6a0b48f55252b94750b74c7621f4a0d8f7aff52bb49521078ce7959"	"16587"	"already-identical"
"fonts/app866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\app866.fon"	"a782587b6adf4d698511eca99e115af79064b44429272c1c60e4ca70ef18d274"	"16663"	"already-identical"
"fonts/cga40737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga40737.fon"	"c90ba5043990a30933ad7a0db2794cda3870b85b09378ae4e778579cd0ad594a"	"3641"	"already-identical"
"fonts/cga40852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga40852.fon"	"d0aa5a7d2a9c6bef4d2f11d7e715df3b4fbc4e93caa141a0c1ec5ee4d92b26d6"	"3349"	"already-identical"
"fonts/cga40857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga40857.fon"	"71f1c8d03809a74eee037b5a8c4598148469a4c72e8a5d3722e3515ef50a72a0"	"3335"	"already-identical"
"fonts/cga40866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga40866.fon"	"8a16153551932c535c6934cb3a675f2db6691348cc3e7fffdf5f4c3075e9552e"	"3726"	"already-identical"
"fonts/cga40869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga40869.fon"	"e591d52af2b5d6fde8dfd7bba0ce17d88fad8b074c9adeddd6745a1dedca8779"	"3689"	"already-identical"
"fonts/cga80737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga80737.fon"	"a4fdc16ee91e64484a26a3401772c3311c506b55c8b49a2cddf77393b679d6b5"	"3075"	"already-identical"
"fonts/cga80852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga80852.fon"	"0a4603adf2f1963d6b8dcfb87693a9dabfd73ee399c71b3ee088500baa68363a"	"3113"	"already-identical"
